tournament_id,event,course,location,dates,position,player,affiliation,to_par,today,r1,r2,r3,r4,total,round_sum,total_delta,source_file
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",85,Grant Benishek,Kettle Moraine,+24,+8,88,80,,,168,168,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T86,Will Charles,Homestead,+25,+6,91,78,,,169,169,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T86,Connor Ness,Bay Port,+25,+18,79,90,,,169,169,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",88,Evan Gravunder,Madison West,+26,+13,85,85,,,170,170,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",89,Ryan Pettingill,Superior,+27,+10,89,82,,,171,171,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T90,Kyler Gensler,Oak Creek,+28,+11,89,83,,,172,172,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T90,Nolan Ten Pas,Sheboygan North,+28,+17,83,89,,,172,172,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T92,A Gepner/ L Zhang,Middleton,+30,+11,91,83,,,174,174,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T92,Nick Martin,Homestead,+30,+16,86,88,,,174,174,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T92,Mo Colbert,Madison West,+30,+16,86,88,,,174,174,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",95,Collin Ferguson,Oak Creek,+31,+15,88,87,,,175,175,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",96,Miles Johns,Milton,+32,+15,89,87,,,176,176,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",97,Sam Barthels,Wausau East,+33,+16,89,88,,,177,177,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T98,Charlie Johnson,Edgerton,+34,+18,88,90,,,178,178,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T98,L. Krizizke/ CJ Wilk…,Waukesha West,+34,+21,85,93,,,178,178,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",100,Mason Kufhal,Waukesha West,+35,+12,95,84,,,179,179,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",101,Chris Tilton,Milton,+37,+14,95,86,,,181,181,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",102,Liam Taylor,Milton,+41,+20,93,92,,,185,185,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",103,Carter Olivier,Waukesha West,+49,+23,98,95,,,193,193,0,raw/junior_event_pages/player_29417.html
29417,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D1 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",104,Trevor Newkirk,Germantown,N/A,W,77,W,,,N/A,77,,raw/junior_event_pages/player_29417.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T1,Vince Sigl,Seymour,+3,E,75,72,,,147,147,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T1,Kian Bystol Flores,Cambridge,+3,+1,74,73,,,147,147,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",3,Fritz Knudtson,Cambridge,+6,+4,74,76,,,150,150,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",4,Tyler Short,Big Foot,+7,+3,76,75,,,151,151,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",5,Tyler Reiter,Prescott,+8,+5,75,77,,,152,152,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T6,Jackson Albee,Catholic Memorial,+10,+4,78,76,,,154,154,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T6,Elliot Skinner,Altoona,+10,+7,75,79,,,154,154,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",8,Jack Nelson,Big Foot,+11,E,83,72,,,155,155,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T9,Sullivan Mellowes,University School of Milwaukee,+12,+4,80,76,,,156,156,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T9,Collin Draeger,Kettle Moraine Lutheran,+12,+7,77,79,,,156,156,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",11,Parker Strozewski,Grafton,+13,+5,80,77,,,157,157,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T12,Klyne Johnson,Evansville,+14,+7,79,79,,,158,158,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T12,Cole Herbst,Platteville,+14,+7,79,79,,,158,158,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T14,Brayden Becker,University School of Milwaukee,+15,+5,82,77,,,159,159,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T14,Davis Kock,Lakeland,+15,+7,80,79,,,159,159,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",16,Tre Wienke,Sturgeon Bay,+16,+5,83,77,,,160,160,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T17,Owen Sigl,Seymour,+17,+9,80,81,,,161,161,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T17,Jeremy Hensen,Lakeland,+17,+10,79,82,,,161,161,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T19,Shaymus Smith,Little Chute,+18,+8,82,80,,,162,162,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T19,Joshua Parins,Luxemburg-Casco,+18,+10,80,82,,,162,162,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",21,Braiden Rasmussen,Saint Croix Central,+19,+5,86,77,,,163,163,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T22,Tristan Drath,Seymour,+20,+7,85,79,,,164,164,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T22,Derek Watry,Xavier,+20,+9,83,81,,,164,164,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T24,Liam Aldoff,Hayward,+21,+10,83,82,,,165,165,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T24,Luke Kinneman,Prescott,+21,+11,82,83,,,165,165,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",26,Henry Laurent,Seymour,+22,+13,81,85,,,166,166,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",27,Max Maciosek Arent,Catholic Memorial,+23,+14,81,86,,,167,167,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",28,Talen Pockat,Lakeland,+24,+12,84,84,,,168,168,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",29,Grant Neumann,Xavier,+27,+17,82,89,,,171,171,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T30,Jonah Gentry,Xavier,+28,+12,88,84,,,172,172,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T30,Joe Schmidt,Catholic Memorial,+28,+13,87,85,,,172,172,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T30,Cyrus Laterman,University School of Milwaukee,+28,+16,84,88,,,172,172,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",33,Dakota Nordmeyer,Big Foot,+29,+11,90,83,,,173,173,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T34,Kyle Watry,Xavier,+30,+13,89,85,,,174,174,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T34,Zac Peplinski,Catholic Memorial,+30,+17,85,89,,,174,174,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T34,Aidan Peters,Seymour,+30,+17,85,89,,,174,174,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",37,Harrison Linderholm,Prescott,+31,+17,86,89,,,175,175,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T38,Ben Baker,Cambridge,+32,+11,93,83,,,176,176,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T38,Owen Achenbach,Prairie du Chien,+32,+17,87,89,,,176,176,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",40,Jaxson Voit,Kewaskum,+33,+19,86,91,,,177,177,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T41,Roman Vilona,Big Foot,+34,+14,92,86,,,178,178,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T41,Michael Melka,Lakeland,+34,+23,83,95,,,178,178,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",43,Jack Baker,Cambridge,+36,+17,91,89,,,180,180,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",44,Sam Vesperman,Prescott,+39,+23,88,95,,,183,183,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",45,Jack Schmidke,Xavier,+40,+22,90,94,,,184,184,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T46,Frank Manakas,Cambridge,+41,+17,96,89,,,185,185,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T46,Henry Bechthold,University School of Milwaukee,+41,+19,94,91,,,185,185,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",48,T. Dimitropoulous…,University School of Milwaukee,+42,+21,93,93,,,186,186,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T49,Jaydan Schilling,Lakeland,+51,+22,101,94,,,195,195,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T49,Beau Risdon,Prescott,+51,+23,100,95,,,195,195,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",51,Tanner Tusing,Catholic Memorial,+57,+31,98,103,,,201,201,0,raw/junior_event_pages/player_29418.html
29418,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D2 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",52,Jackson Brown,Big Foot,+63,+31,104,103,,,207,207,0,raw/junior_event_pages/player_29418.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",1,Tucker Johnson,Neillsville,+8,+4,76,76,,,152,152,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",2,Troy Pudenz,Durand-Arkansaw,+10,+10,72,82,,,154,154,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T3,Oliver Leibham,Sheboygan Lutheran,+12,+4,80,76,,,156,156,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T3,Simon Cole,Ladysmith,+12,+6,78,78,,,156,156,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",5,Matti Heikkinen,Prentice,+13,+8,77,80,,,157,157,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",6,Cameron Lipinski,Cochrane-Fountain City,+14,+8,78,80,,,158,158,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",7,Carter Koch,Oconto,+15,+7,80,79,,,159,159,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",8,Aaron Federwisch,Elkhart Lake-Glenbeulah,+16,+2,86,74,,,160,160,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T9,Bryce Killoren,Chetek-Weyerhaeuser,+17,+9,80,81,,,161,161,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T9,Ben Baker,St. Mary's Springs,+17,+11,78,83,,,161,161,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T11,Connor Hanson,Chetek-Weyerhaeuser,+18,+7,83,79,,,162,162,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T11,Tyler Hoffmann,St. Mary's Springs,+18,+10,80,82,,,162,162,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T13,Ryker Meskers,Chetek-Weyerhaeuser,+19,+7,84,79,,,163,163,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T13,Logan Weissinger,Durand-Arkansaw,+19,+9,82,81,,,163,163,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T13,Mason Belongia,Lena,+19,+9,82,81,,,163,163,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",16,Tate Baker,St. Mary's Springs,+20,+12,80,84,,,164,164,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",17,Ethan Mack,Durand-Arkansaw,+22,+11,83,83,,,166,166,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T18,Dominic Ellis,Eleva-Strum,+23,+8,87,80,,,167,167,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T18,Avari Steiner,Argyle Pecatonica,+23,+13,82,85,,,167,167,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T18,Jack MacGillis,Sheboygan Lutheran,+23,+15,80,87,,,167,167,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",21,Dane Schauls,Durand-Arkansaw,+24,+13,83,85,,,168,168,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T22,Eliah Harding,Prentice,+25,+11,86,83,,,169,169,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T22,Reed Schmidtknecht,Cochrane-Fountain City,+25,+14,83,86,,,169,169,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T24,Josh Pouliot,Unity,+27,+12,87,84,,,171,171,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T24,Finn Salm,Gibraltar,+27,+16,83,88,,,171,171,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",26,Noah Millecamps,Prentice,+29,+10,91,82,,,173,173,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T27,Brodrick Olson,Chetek-Weyerhaeuser,+31,+13,90,85,,,175,175,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T27,Alexei Leganchuk,Sheboygan Lutheran,+31,+18,85,90,,,175,175,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T29,Connor Buckli,Chetek-Weyerhaeuser,+33,+15,90,87,,,177,177,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T29,Jordan Bechel,Durand-Arkansaw,+33,+18,87,90,,,177,177,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T31,Abram Jacobson,Marathon,+34,+15,91,87,,,178,178,0,raw/junior_event_pages/player_29422.html
29422,2025 WIAA Boys Championship,University Ridge Golf Course - WIAA Boy's Championship D3 - Par 72 - 6521 Yards,"Verona, WI US","Jun 8-10, 2025",T31,Derek Johnson,Williams Bay,+34,+18,88,90,,,178,178,0,raw/junior_event_pages/player_29422.html
